loan_id,text,need_label_llm
999361,"victoriana is 70 years old and is known in aloran, misamis occidental for her delicious and palatable food. she delivers her food products for snacks to different school canteens and operates her snack inn just outside her house. she has expanded and had increased her production due to high orders from her local customers. <br /><br />in order to meet the demand, she asks for a loan from paglaum mpc the amount of php 10,000 to purchase ingredients for snack vending like flour, milk, sugar, butter, cheese and other things. <br /><br />victoriana believes having enough inventory of the raw materials will not hamper her daily operation.",Low Need
598752,"adelaida is 51-years-old and has six children. she is married and has three children who are in school. adelaida is in the agricultural business of pig fattening in the philippines. she requested a php 8,000 loan through nwtf to purchase additional feed for her pigs. she has been in the pig fattening business for 11 years now, and has borrowed two times in the past from nwtf to sustain it. \r\n\r\nin the future, adelaida would like to save money to expand her business.\r\n",Low Need
170836,"m. jane is a promising business lady of 28 years old, married with 3 children. she sells clothes and she has been running her business for over 5 years. she is using the loan to purchase clothing such as dresses, skirts, blouses, and so forth for sale. she hopes for business improvement. her future plan is to work very hard and establish another boutique. \r\n",Low Need
103841,"bernardita d. is a 44-year-old mother of two daughters who lives in culasi, antique province on the island of panay.  culasi is a beautiful coastal town, with the sea to the west and mountains to the east; it is home to madia-as, the tallest mountain on the island.  bernardita's husband bertito is a farmer.\r\nbernardita grows rice with her husband, and intends to use the proceeds of this loan to buy materials for rice farming.  besides rice farming, bernardita earns extra income from working as a housemaid.\r\nbernardita's 18-year-old daughter is attending college, and her younger daughter, a nine year old, is in elementary school.  bernardita hopes to earn enough to help both of her daughters attain a college education.  she would also like to be able to afford to build a more secure and durable house for her family to live in.",High Need
1439772,"kalpana is 43 years old. in 2001, she established her vegetable farming business. she has already received and successfully repaid ten loans from patan business and professional women. she used her most recent loan to buy fertilizers and seeds for her business. in the future, she plans to uplift the economic condition of her family. she thanks you for your support.",Low Need
1189575,"veronica works hard to support her family. veronica is married and has a raising livestock business in the philippines.<br /><br />veronica requested a php 20,000 loan through nwtf to buy feeds and other supplies to raise her livestock.<br /><br />veronica has been in this business for four years now.<br /><br />veronica would like to save enough to provide a secure future for her family.",Low Need
184237,"bat-erdene is 46 years old and lives with his wife and two children in tuv province, mongolia. he and his family live together in a traditional mongolian nomadic tent, called a ger. his 23-year-old son trains race horses and his daughter works for her parents' business. they have been living in their current home for twenty-six years and have purchased two cars with the profits from their business.\r\n\r\nbat-erdene started his grocery store in 1999, and his family helps him run the business. their grocery store has many customers because it is the only grocery store in their province. he has signed a contract to supply consumer products to local organizations, from which he receives payment every month.\r\n\r\nbat-erdene is a very hardworking person who has a great business mind. he says, “i would like to expand my business and purchase an apartment for my family.” he is requesting a 2,000,000 tugrug loan to increase his working capital and purchase additional inventory for his grocery store business.\r\n",Low Need
788208,"jorge is 21 years old, from santo domingo city in ecuador. he is single but lives in a civil union with 25 year old mariela. they have a stable relationship with a lot of communication. they live in the mulalo neighborhood at latacunga city. for economic reasons and lack of support from his parents he only finished elementary school. he has worked from a young age, and today he has a business selling clothing. he has worked with mariela in this business for 2 years.<br /><br />jorge seeks a loan because he wants to increase his business and buy more merchandise to diversify his stock. he is looking to have more products to sell and thus improve his utilities and in the future have a family.<br /><br />jorge is thankful to fundación alternativa in ecuador and kiva to make possible the growth in his work life and personal life.",Low Need
822850,"esam is a 31-year-old married man and the father of two children, living with his family in a humble house. he studied an elementary education but couldn't complete his study because he got married when he was very young. he is the sole breadwinner of the family and his wife works as a housewife. his house lacks a refrigerator and he couldn't purchase one. for this reason, he applied for a loan of 100,000 yer from amb in order to purchase a refrigerator to keep water, drinks. and some foods in a cold condition.<br /><br />esam hopes to provide his house with all home appliances.",High Need
1099514,"robert used the previous loan to buy a motorcycle. he has been in the motorcycle transportation business for the last four years. after working at a hotel he saved some money that he used to buy a motorcycle. he has the responsibility of paying school fees for his children and caring for his family. he faces business challenges of weather changes, rampant motorcycle thieves and dust. in future, he wants to buy more land where he can build rentals. he wants another kiva loan to buy sand and cement to finish his house construction.",High Need
735976,"leah is 33 years old, married and has two children, who are in school. she is in an agricultural business fattening pigs in the philippines. leah has been in this business for one year now and has borrowed six times in the past from negros women for tomorrow foundation (nwtf) to sustain it. leah requested a 15,000 philippine peso (php) loan through nwtf to purchase additional pigs to raise. she would like to save enough to provide a secure future for her family.\r\n\r\n",Low Need
527073,"shary is a hardworking and honest woman. she is 46 years old. all her life, she has been working the land, and is engaged in the cultivation of crops and livestock. she worked from early morning to night for the benefit of the family, but her income from this business is not enough to live on, and therefore shary and her family live in poverty. her three children and husband help her and they try to improve their living conditions. \r\n\r\nshary consulted with the family and decided to start a new business to bring the family benefit. to that end, she took a course ""bring it on"" organized by the association of business women and received a certificate. now, she is fully able to establish her own business and to become successful in this field. she wants to organize a business buying and selling dried fruit. she plans to use earned revenue to improve living conditions. \r\n\r\nshe is requesting a loan of 3,000 somoni to buy goods for establishing a new business. ",High Need
881021,"mateo is 37 years old, single and has a lovely family made up of three children between the ages of twelve and three years old. the family lives in a community in sololá.\r\n\r\nmateo is very hard-working and dedicated. in order to earn an income and move forward with his family, mateo makes a living buying a selling groceries. he has had this business for ten years but, in order to earn more money, also works in farming.\r\n\r\nsome time ago, mateo started to build a house but he no longer has enough money to finish the work. he is therefore applying for a loan in order to buy cement, sand and iron rods.\r\n\r\nmateo’s big dream is to be able to finish building his house.",High Need
1279971,"lenie is 54 years old, married with three children, and lives in magsaysay, baliangao, misamis occidental. she wants what's the best for the family. her husband is a farmer. both of them are helping each other in their banana farming. she aims for a greater income because of the increased needs of the family. <br /><br />lenie took out a loan and successfully repaid it. now she has availed a new loan of 13,000 philippine pesos to purchase organic fertilizer for her banana farming. lenie wants to save money from her business to improve their house building.",Low Need
1412577,"this is dorcas, a 32-year-old, hardworking woman who deals in the sales of general stuff such as brushes, polyethylene bags, plastic bowls, etc. originally, she is from accra. she has three children. she has been a client of id ghana for three years. she has taken out two loans with id ghana before. <br /><br />she is applying for a loan to buy more general stuff such as brushes, polyethylene bags, plastic bowls, etc., to sell. her dream for the future is to expand her business in order to buy and sell on a wholesale basis. <br /><br />she would like to thank all of her kiva lenders for their generosity and support.",Low Need
1399405,"joel is 34 years old and a responsible father of his three children. he raised his family in a rural community and makes their living through farming. <br /><br />he aimed to construct a water-shield toilet beside their house in order to give his family a clean and safe comfort room. having insufficient funds, he wants to avail a loan of 30,000 php to buy the needed materials like hollow blocks, cement, bowl, gravel, and sand for its construction. <br /><br />he believes that this financial assistance will enable him to construct a water-shield toilet to maintain a good sanitation in their home.",High Need
222025,"efrena r. is from the village of poblacion 2 clarin misamis occidental. she is 48 years old and married with five school-aged children. to make a living, efrena has a retail store selling street food such as banana cue, camote cue, and chicharon. she has been engaged in her business for over four years and earns approximately 10000 php a month.\r\n\r\nin 2008, efrena joined gdmpc to gain access to financial services to help improve her living situation and ability to engage in business activities. she has successfully repaid a previous loan of 15000 php from gdmpc and is requesting a new loan of 10000 php to invest in expanding the business. this will be the ninth loan taken out by efrena from gdmpc. she plans to use the additional revenue generated to improve the general living conditions of her family. \r\n\r\nabout gdmpc: gdmpc is one of the most progressive cooperatives in mindanao, philippines. it has four branches and three unit offices covering the provinces of zamboanga del sur, lanao del norte and misamis occidental. its membership is composed mostly of farmers, fisherfolk and small entrepreneurs.\r\n\r\n*note: to maximize efficiency and reduce costs, this loan was posted using a template to automate the translation by kiva.  given that manual translation of entrepreneur profiles is costly, kiva created this template for our field partner to allow them to continue to post loans in english while providing quality and accurate information to kiva lenders.",High Need
1017894,"brenda is a woman who is always looking for a way to improve. she is 45 years old and single, and has three children aged between 20 and 28. this family lives in the las flores canton.<br /><br />in order to earn an income and get ahead with her children, brenda chose an activity five years ago that would allow her to earn an income while taking care of her family. she works selling chickens and ice cream at the community's main square.<br /><br />in order to continue getting ahead with her business, brenda has decided to ask for a laon to invest in her business. she will buy products such as chickens and different flavors of ice cream. her goal in life is to strengthen her business and improve her family's quality of life.",Low Need
852175,"emelita is married with one child and works hard to support her family. she has a livestock business in the philippines and earns additional income from her sari sari, or general store. \r\n<p>\r\nemelita has successfully borrowed and repaid two prior loans from nwtf and more recently, through kiva. she is now borrowing 9000 php through nwtf to buy more livestock to add to her business. her goal is to use her increase in profits to repair and renovate her family’s home.\r\n",Low Need
694681,"bolívar rents a house in a poor neighborhood of san lorenzo. he lives with his wife and his only daughter who is 4 years old. for many years bolivar has worked as a bricklayer. it is not steady work and at times he has had to wait for weeks to find work. his wife is 70 % disabled. fortunately she works in an office doing the cleaning. \n\nbolívar will use this loan to buy tools which will help him in his work as a bricklayer (a shovel, trowels, a drill, a grinder, a hammer, a saw and a tape measure). in the short term he hopes to acquire a mixer so that he can form his own bricklaying team, providing work to others and generating more income. \n\nhe wants to give support to his daughter in a thousand ways. she shows promise as a news-presenter and bolívar hopes she becomes a great journalist.\n\nadditional information: bolívar belongs to the “la colmena” group which has 9 members who all have different work and who will receive between $500 to $1500 each, depending on their seniority in the group. it is worth noting that their previous loans have been paid on time and surely will repeat this with this new loan.",High Need
801186,"mercy is a hardworking entrepreneur who has a fishing business in the philippines. <br /><br />she is borrowing php 22,000 through nwtf to buy fishing netting and other fishing materials for her fishing business.<br /><br />mercy has been in this business for 21 years. she earns more income from buying and selling fish.<br /><br />she successfully repaid her previous loan and now she has requested another loan to further build her businesses.<br /><br />mercy has been sustaining her business activities through her own efforts with the help of the loans from nwtf. she dreams of saving enough money so she could afford to send her children to college in the future.",Low Need
1351905,"elena is a 32-year-old married woman with three children, all of whom are still in school. she is a very hardworking entrepreneur.<br /><br />elena has a weaving business in the philippines. she requested a php 10,000 loan through nwtf to purchase additional fiber and materials needed for her business.<br /><br />elena has been in this business for eight years. she would like to save enough money so she could afford to send her children to college.",Low Need
1329794,"yohanna, who resides in galadima village, is a babban gona maize farmer who manages a 2-hectare maize farm through which he supports his family.<br /><br />despite working seven hours a day on his farm, yohanna was only able to eat two meals a day. however, this changed when he became a babban gona member. now, thanks to this loan, he will be provided with higher-yielding seeds that are locally adapted and widely accepted in his local community. yohanna will also have the recommended pesticides and fertilizers based on the results of his field assessment. this will enable him to optimize his yield, attaining yields of up to 3.8 metric tonnes per hectare, twice the national average in nigeria. not only will this increase his earnings 2.8 times the national average, but it will also ensure that yohanna never goes hungry again. \t<br /><br />when asked to reflect on his greatest memory as a babban gona farmer, a smile lights up yohanna's face as he remembers opening an agro dealer shop. he is confident that, with babban gona, his future is secure and that he will have many more great memories and amazing accomplishments.",High Need
1367957,"marina is 54 years old and has nine children.  marina is married and has three children who are still in school.\n\nmarina is in the agricultural business farming vegetables in the philippines. marina requested a php 10000 loan through nwtf to buy fertilzers and other farm supplies.\n\nmarina has been farming vegetables for 20 years now, and has borrowed two times in the past from nwtf to sustain it.\n\nin the future, marina would like to to expand her business.\n",High Need
1144773,"dainer is a humble and charismatic farmer who has worked tirelessly to get ahead. <br /><br />when he was young, dainer's parents taught him everything about working in the fields.  thanks to that education, today dainer has a corn crop.  he earns an income sufficient to meet his basic expenses. <br /><br />the loan dainer is requesting will be invested in strengthening his business.  he will use the money to purchase wholesale agricultural supplies, such as compost, pesticides and fertilizers.  this will allow him to have a much more productive harvest and get him a better price when selling his produce.  this, in turn, will increase the income he receives for his labor. <br /><br />if you want to know more about the entrepreneurs and the loans from interactuar, you can join the lending team called: “friends of interactuar colombia”: http://www.kiva.org/team/interactuar_colombia",Low Need
546143,"mrs. ariungerel is 40 years old and lives with her three children in kherlen, an eastern town of mongolia. the family resides in a mongolian traditional ger (portable felt dwelling) on fenced land. \r\n\r\nher eldest child studied mechanical engineering at university and now stays at home, looking for job. her second child studies at university and the other one stays at home. \r\n\r\nshe herself has been running an aquarium shop for two years and has attracted numerous customers to her business. she is requesting a loan of 2400000 mnt to purchase fish, feed, aquariums and filters for a new branch. \r\n\r\nafter opening her second aquarium shop, she can generate more income for her family and invest in her children's education. the borrower is a very hard-working individual, who is now carrying the entire family on her shoulders.",High Need
958194,"atilano is 29 years old. he is married and he lives with his wife and children in the town of callayuc, in the province of cutervo, in the state of cajamarca in perú. atilano has very good personal and work references from the residents in this area. <br /><br />atilano has worked providing the service of cutting down trees with a chainsaw  for 8 years. he is seeking a loan to invest in improving his work tools as well as the furnishings in his home. <br /><br />atilano is a recurring member of our institution, edpyme alternativa. he has managed two loans which he repaid on time.",Low Need
1204776,"maria is 53 years old and has three children.  she lives in maloro, tangub city, misamis occidental.  to earn a living, maria owns and operates a motorcycle transport service while her husband drives the vehicle around their community.  she has been in this business for many years and earns a good income from this activity.  her previous loan was repaid successfully with the income she generated.  <br /><br />maria recently requested a loan of 13,000 php to purchase spare parts in order to repair and maintain the motor of her vehicle.  she joined gdmpc in 2010 to gain access to financial services.  in the future, maria wishes success for her children with their education.",Low Need
1420661,celia belongs to the communal bank kantu san jeronimo. she works in a hotel. through this work she wants to get ahead. her dream is to expand her hotel business. she is asking for the loan to buy sheets for the hotel.<br />the member is very happy with the loan and is committed to meeting the payments.,Low Need
1353047,"maria is 45 years old and a single mother. she has a daughter who lives with her in the cofradia municipality in cortes. <br /><br />maria has had a grocery shop for three years. the shop is in her house. she sells different goods, including dairy products, cold meats, chicken, oil, butter, bread, sweets, and more.<br /><br />maria is applying for a loan of 21,000 lempira in order to buy staple goods, such as rice, beans, cornflour, chicken, bread, cleaning products, and other groceries to stock up her business. this loan will help maria to buy more stock and thereby attract more customers. <br /><br />maria's goal is to increase her income, expand her premises, and increase the stock that she offers to her customers.",Low Need
38523,"i am the group leader anila m. of three other women: saima m. who is borrowing for her husband who sells perfumes. bano i. sells cloth. rani b.’s husband wants to buy a new rickshaw.  \r\ni am 36 and a mother of six: three daughters and three boys. all my kids attend school except the elder two who are done with their studies. my husband works at a local company for meager income and i run a beauty salon. my salon has a strong client base and generates decent profits. earlier as well i have invested in a successful loan in my business, which served to increase my profits. with these increased profits i bought a fridge and tv for my house.",Low Need
115622,"<p>juana rafaela a. is 61 years old and she lives in the acahualinca region of the capital city of managua. she is married and has eight grown children. her husband is a taxi driver and her business is selling second hand clothing. she has been selling for fourty years, a business she started with her own savings. she sees a need to invest further.  this loan will be used to purchase construction materials to finish building her humble home so that she might have a dignified home. her plans are to keep purchasing packages of clothing to provide her clients with the variety of clothing they seek at a good price.</p>\r\n\r\n<br /><p><strong>translated from spanish by erika lindig, kiva volunteer</strong></p>",High Need
341031,"mulinge is a widow with one child who has finished school. she lives in a rental house with electricity but not piped water. her greatest monthly expense is food for her family.\r\n\r\nshe has operated a beauty salon for the past three years.  her clients are the local community residents. she faces a major challenge of a lack of customers. she dreams of expanding her business in the future.\r\n\r\nwith the kshs10,000, she wants to purchase cosmetics for her salon. she decided to join yehu because of easily accessed loans.\r\n\r\n",High Need
1139250,"julita works hard to support her family. julita is married and has a pig-fattening business in the philippines.<br /><br />julita requested a php 10,500 loan through nwtf to buy feeds and other supplies to raise her pigs.<br /><br />julita has been in this business for five years now.<br /><br />julita would like to save enough to provide a secure future for her family.",Low Need
957520,"victoria is a maize farmer and babban gona member. anticipating a good harvest this season, victoria has the opportunity to attain yields of up to 8 mt/ha, 5.5 times that of the average nigerian maize farmer. before joining babban gona, victoria would have had to sell her maize at harvest, a period when maize prices are at their lowest in the market, to meet her immediate cash needs. with the help of this loan, victoria can store her maize and sell it at a future date for up to 37% higher than the market price at harvest. as a babban gona member, victoria will benefit from marketing support that could see her generate earnings of up to $2000/ha. victoria is thankful that she now has the opportunity to improve the life of her children and family and looks forward to using her additional earnings to build a better house for her family.",Low Need
1054835,"sajeela is 43 years old, hardworking, and the mother of two children. she is a seamstress who makes clothing for her neighbors and is quite popular because of her many skills. her work brought her family out of a financial crisis that they faced, and she now has a good, established clientele. sajeela has requested a loan for 50,000 pkr to buy a new sewing machine, spools of thread, and lace to make more clothing for her customers. her goal is to save money so her family can have a prosperous future.",Low Need
1324508,"then’s group lives in a rural village in kompong cham province in cambodia. then makes a living cultivating rice and she works as a construction worker to support her family. in her village there is no reliable access to safe, clean drinking water. having a water filter at home will help then safeguard the health of her family, save money on medical expenses, and save time collecting fuel and boiling water.",High Need
768792,"sindiso is a 20-year-old business woman who lives in lupane district, zimbabwe. \r\n\r\nsindiso sells clothes at a flea market stall in her district. in addition, she volunteers as a community health activist and a camfed learner guide. with the requested loan from kiva, sindiso intends to purchase bulk quantities of clothing so that she can increase her sales and profits. with the increased profits, sindiso would like to pay her siblings' school fees.",Low Need
800301,"mercidita is 42 years old and married with two children.\r\n\r\nshe earns a living by raising pigs in the philippines. mercidita is borrowing 15,000 php through nwtf to buy feed and vitamins for her pigs. mercidita has been doing this work for 10 years now.\r\n\r\nshe is working tirelessly toward the attainment of her dream: to save enough to provide a secure future for her family.",High Need
14677,mrs ly n. is a widow of 46 years old. she lives in phnom penh and has four children. she earns 2 dollars a day and has to take care of her children alone. she would like to purchase a motorbike to go to work because her workplace is far from her house and it is expensive to go there everyday.,High Need
759984,"kubra is 55 years old, married and the mother of seven children. she lives with her family in lahore. \r\n<p>\r\nkubra’s daughter runs a beauty parlor in her community. with ten years of experience in this field, her daughter is known for her quality services. she offers services such as haircuts, coloring and styling, facials and makeup. she is skilled and talented and has made many loyal customers. \r\n<p>\r\ncurrently kubra’s daughter wants to attract more customers and make sure she retains her existing clientele. she would like to add supplies to her beauty parlor such as creams, bleaches, dyes, makeup kits, a hair dryer, manicure pedicure kits, a warmer, etc. to help her with this, kubra has requested a 50,000 pkr loan from brac pakistan to do so.\r\n",Low Need
1418506,"wilfredo is in a relationship, and his partner is a homemaker. they have three children, who are going to school. wilfredo has been selling watches for more than six years. he works every day from 6:00 am to 4:00 pm. he will use the financing to purchase more watches to continue selling. wilfredo's dream is that his business becomes bigger and that he has fixed location to make sales since he now does it by traveling.",High Need
322521,"petronila, aged 46, is married to richard. they are blessed with four children: aged between four and 22 years. she operates a salon and beauty shop which has been in operation for eleven years. she earns a monthly income of kes40,000.\r\n\r\nthis is her first loan with kadet ltd. she will use the loan to buy hair and beauty products for her shop and salon. petronila will use the anticipated profits to pay school fees for her daughter, who is in the university. she hopes to start selling second hand clothes in the near future.",Low Need
1020460,"letecia works hard to support her family. she is married and has a bamboo weaving business in the philippines. she has requested a php 15,000 loan through nwtf to purchase additional bamboo to weave.<br /><br />letecia has been in this business for three years now. in the future, letecia would like to build and expand her business to secure the financial stability of her family.",Low Need
1250820,julita is 68 years old and married with five children.\n\nshe earns a living by having a pig fattening business in the philippines. julita is borrowing php 12000 through nwtf to buy feeds and other supplies to raise her pigs.\n\njulita has been in pig fattening for 10 years and also earns additional income from farming vegetable.\n\nshe is working tirelessly toward the attainment of her dream: to  save enough to provide a secure future for her family.\n,Low Need
804310,"mavjuda was born in the year 1975. she is a very hardworking and industrious woman. mavjuda is not married and has not got any children. for many years she has worked in a kindergarden. she is a cleaning woman. mavjuda does her job well. \r\n\r\nshe has a small salary and it is not enough to have a good living standard. now she needs financial support because she must treat her teeth. she has suffered from toothache for the last month. \r\n\r\nshe is asking for a loan of 3,000 somoni to treat her teeth. she awaits your mercy. ",High Need
5833,"madame b. mansah was born december 31, 1966 at gape-centre. she is the manager of ""foufou bar"" across from the market of gape-centre. she is married and mother of six children. she wishes to refurbish her building and restauraunt in order to satisy client demands which have grown incessantly, and to do this she is asking for a loan of $700.00. she is loyal and honest in her re-payments. she deserves our encouragement as well as financial support.<p>translated from french by kiva volunteer, kristin connor.<p>\r\n\r\n\r\nmadame b. mansah est née le 31 décembre 1966 à gapé-centre. \r\nelle est tenancière de « foufou bar »  en face du marché de gapé-centre. elle est mariée et mère de six (06) enfants. \r\nafin d’aménager son local et son restaurant afin de satisfaire les besoins sans cesse croissant de sa clientèle, elle sollicite un crédit de $700. \r\nelle est très dévouée et honnête en matière de remboursements. elle mérite donc nos encouragements et surtout un appui financier.",Low Need
97753,"gladys p. is 50 years old.  she is a married mother of nine children.  according to her, her last two children are still in school – junior high school. the rest are out of school and running their own businesses. she lives with some of her children in a family house in nkawkaw, in the eastern region of ghana. \r\n\r\nshe says though her husband is employed, she still needs to work hard to help herself.\r\n\r\ngladys deals in smoked and fried fish.  she procures smoked fish all the way from yeji in the north.  she sells to retailers in her community. gladys has been in business since her youthful days.  she wants a loan to procure smoked fish in bulk.  gladys also deals in second hand clothes.  she aspires to give her last two children the best education. \r\n",High Need
972622,"adarna is 47 years old, married with seven children, four of whom in school.<br /><br />she works hard to provide for her family. she runs a general store in the philippines and requested a php 18000 loan through nwtf to buy more stocks of canned goods, soap, shampoo, eggs, etc.<br /><br />adarna has borrowed and paid 10 loans from nwtf before this loan. she has been running the general store for 20 years and also earns an income from buy and sell fish.<br /><br />she aspires to save enough money so she could afford to send her children to college.",Low Need
284959,"song c. is married and lives with her husband in takeo province, cambodia, an area known for its pre-angkorean temples. c. is a weaver, earning an income of usd $2.5 per day. her husband is employed at a construction material factory, earning an income of usd $2.5 per day. each month, the family has to spend usd $20 on food and usd $50 on other necessary expenses. c. is requesting a loan of usd $1,000 to purchase a motorbike for family use. in the future, she would like to use the additional income to repair her house. this will be her second loan from credit, a longstanding kiva partner.",High Need
458609,"yonnis is 38 years old and owns a store located south west of the city, where he lives with his wife and their 3 children, ages 6 through 17. he has 4 years experience in running stores but it was just in 2010 that he began his own store, investing little by little and generating more income each day. initially, he sold products brought from a neighboring country which he distributed among many businesses and families in the surrounding areas.\r\n\r\nat present, yonnis is beginning to sell groceries daily in quantities adjusted to what his clientele can pay, creating a good commercial opportunity. he purchases groceries and meats from the storehouses of ranches, and sells them in his store. these articles are the items most in demand in his store. he sells 80 % for cash and 20 % for credit, between the hours of 6:00 am and 10:00 pm, monday through sunday.  his principal customers are residents of the barrio, especially women, who daily carry home the purchases of the day, obtained from yonnis' store, to prepare meals for their families.\r\n\r\nyonnis' goal is to increase sales, but his major challenge is to obtain sufficient working capital to achieve that. that is why he is presently applying for a kiva loan, his first financing through the fundacion mario santo domingo, to purchase a larger volume of groceries, soft drinks, liquors, and meals, in order to obtain discounts and diminish transportation costs. the frequency with which, until recently, he has been forced to make purchases, made his expenses higher. with this kiva loan, he will buy in larger volume and reduce the  frequency of purchases. this is what will make his present investment more successful.\r\n",High Need
801071,"helen is 36 years old and married with four children.\r\n\r\nshe earns a living by pig fattening in the philippines. helen is borrowing php 29,000 through nwtf to buy feed and vitamins for her pigs.\r\n\r\nhelen has been pig fattening for 8 years and also earns additional income from food-vending and a general store.\r\n\r\nshe successfully repaid her previous loan and now she has requested another loan to further build her businesses.\r\n\r\nshe is working tirelessly toward the attainment of her dream: to save enough money so she can afford to send her children to college.\r\n",Low Need
456750,"alexandra candelaria is 34 and lives with her husband and children in cantón ventanas provincia de los ríos.\r\n\r\nthe members of the communal bank v.r.c. luchando por una misma causa  (""fighting for the same cause"") reside in recinto la primavera, which is in cantón ventanas.  in this area the main economic activity is farming, specifically the short-season crops of corn and rice.\r\n\r\nalexandra candelaria is a farmer and grows corn, rice and beans.  she buys her products in ventanas.\r\n\r\nshe is seeking this loan in order to buy seeds, insecticides, urea, fertilizer and other supplies.  with the help of this loan she will be able to buy the fertilizer she needs in order to be able to obtain good harvests.  her dream is to be able to grow cacao in large quantities.\r\n\r\nshe enjoys doing the cleaning and washing at home.",High Need
204639,"johnny o. is from barangay tucal, solano, nueva vizcaya. he is 37 years old, is married, and has two infant children.\r\n\r\njohnny owns and operates a business raising pigs for breeding. he has been engaged in his business for over five years and earns approximately 4,000 php a month.\r\n\r\nin 2009, johnny joined aski to gain access to financial services to help improve his living situation and his ability to engage in business activities. he has successfully repaid a previous loan of 7,000 php from aski. this previous loan was used to purchase breeding livestock.\r\n\r\njohnny is requesting a new loan of 10,000 php which will be used to purchase pig feed and other supplies. this loan will be his second from aski. he plans to use the additional revenue generated from the business to improve and expand his business. \r\n\r\n\r\n<b>about aski:</b>\r\naski is one of the most successful microfinance institutions in the philippines. it has twenty-one branches covering the central and northeastern areas. its clients are mostly of farmers, fisherfolk and small entrepreneurs.\r\n\r\n\r\n<font size=""1""> <b>*note:</b> to maximize efficiency and reduce costs, this loan was posted using a template to automate the translation by kiva. given that manual translation of entrepreneur profiles is costly, kiva created this template for our field partner to allow them to continue to post loans in english while providing quality and accurate information to kiva lenders.</font>\r\n",High Need
862798,"djaraba, who is sitting on the far left of the photo and wearing a two-tone black and yellow turban, is a member of a group of four farmers who live and work in the village of fogoba, which lies south east of bamako in mali. djaraba, who is 75 years old, lives in a family of 20 people. farming enables him to provide for his family's food. he decided to join myagro so he can master the new production techniques. in his first year with myagro, he has bought a packet of opv seeds and fertliser for growing corn in his 0.5 hectare field. through this purchase, diaraba hopes to be able to improve his yield so he can build houses for his children and pay for weddings as well as developing the village.   ",High Need
739851,"félix is a hard-working woman who struggles daily to maintain an income through the sale of live pigs and their products. as she's a widow, she has no-one supporting her financially. \r\n\r\nfélix has ideas for improvement such as, for example, her future goal which is to set up a canteen to sell food in the evenings and also set up a car wash with the support of her son; this will allow her to increase her income. she has maintained the business thanks to the support of the loans which she is again asking for, this time to buy two live pigs for her business.",High Need
465605,"ms. ghulamfiza is a passionate woman and doing a work of boutique and embroidery for the last four years. she has been working night and day making elegant dresses for woman in her community. her collection is very famous in her town. she offers a variety of clothes in different colors to her customers and makes enough money to lead a decent life.\r\n\r\nshe is a loving mother of three daughters and two sons. she is in charge of providing her family with good food, health and education. she has steadily improved her business by taking loans from the kashf foundation. now she has requested a loan of rs 40,000/- to buy a stock of more cloth of different colors in various designs and lace, thread and machines. she hopes to have more profits and hence better support her family. \r\n",Low Need
539375,"\r\nlucila, 73, is a single mother; she has nine adult children and lives in the municipality of san antonio de cortes with one of her children.  she has her own business selling bags of ice, blended drinks and food like little cakes, tamales and others.\r\n\r\nlucila is requesting her fifth loan for 7,000 lempiras that she’ll use to buy ingredients for her food preparation and for the ice sales.  her plan is to continue working with loans and to be able to get some things needed at home.\r\n",High Need
166758,"erlinda b. is from the village of mararigue. she is 52 years old. erlinda is the group leader of a 6-member group loan offered by aski. while each member of the group receives an individual loan, they are all collectively responsible for paying back the loans of their fellow group members if someone is delinquent or defaults. the official name of this borrowing group is erlinda's group.\r\n\r\nerlinda is married and has two school-aged children. to make a living, erlinda owns & operates a general store where she sells a variety of different products in the local community. erlinda has been engaged in her business for over 16 years and earns approximately 8,000 php a month for these activities.\r\n\r\nin 2006, erlinda joined aski to gain access to financial services to help improve her living situation and ability to engage in business activities. erlinda has successfully repaid a previous loan of 10,000 php from aski. this previous loan was used to purchase additional products to sell. erlinda is requesting a new loan of 28,000 php, which will be used to purchase new items to expand her product offering. this loan will be the sixth loan taken out by erlinda from aski. she plans to use the additional revenue generated from the business to improve/expand her business. \r\n\r\nabout aski:\r\n\r\naski is one of the most successful microfinance institutions in the philippines. it has 25 branches covering the central and northeastern areas. its clients are mostly farmers, fisherfolks and small entrepreneurs.\r\n\r\n*note: to maximize efficiency and reduce costs, this loan was posted using a template to automate the translation by kiva.  given that manual translation of entrepreneur profiles is costly, kiva created this template for our field partner to allow them to continue to post loans in english while providing quality and accurate information to kiva lenders.",Low Need
